,Command,DistToRfvThreshold,Text
79,bet/账户余额不对？,1.289436999851439,我 的 账户 又 出 问题 了 ， 我 应该 有 2570 ， 现在 只 剩 1400 了 ， 之前 是 在 炸 金花 玩 的 
80,portal/app/android/乐天堂APP安卓下载版/安装步骤,1.2823318097376781,vivo/oppo 手机 可以 下载 客户端 吗 
81,fundtransfer/无法进行转账,1.2654298746973611,不能 转 帐 
82,portal/ cs service /乐天堂在线客服APP,0.646934837392024,客 服 端 怎么 下载 啊 
83,portal/ android/ live casino/真人- 至尊厅APP 安卓下载版,0.9558488853224135,下载 至尊 厅 
84,smalltalk/天气如何？,1.2464019491332392,明天 北京 下雨 吗 ? 
85,bet/slot/无法登入老虎机游戏/免费旋转或有未完成游戏,1.3278325782887124,按 几下 就 弹 出 了 返回 大厅 
86,settlement/cancel or rejected/体育注单作废,1.0539938806595175,"搞 什么 , 我 的 注 单 为什么 取消 "
87,bet/为什么在手机找不到我要的游戏种类？,1.1779726261050125,手机 版 MG 客户端 可以 玩 篮球 巨星 吧 ？ 
88,payment/待处理中,1.1751015152404274,我 这里 钱 早就 扣 走 支付 成功 了 ， 你们 迟迟 不 处理 是 什么 意思 ？ ？ 
89,payment/deposit/cashcard/乐天堂卡存款,1.0657576369595603,威 卡 在 哪里 充值 啊 
90,e- sport/电竞牛玩法,1.3641139928455661,LOL 
91,payment/deposit/online-alipay/无法使用在线支付宝存款,0.9749421042800129,9 点 半 用 支付宝 扫 码 支付 一次 显示 商家 异常 ， 你们 客 服 说 过 会 再 用 ， 刚 用 又 是 一样 ， 存款 不 不了 
92,payment/withdrawal/verification/首次提款验证手动处理,1.0282079122633259,已经 操作 了 ， 为什么 还是 没有 收到 提款 验证 收 件 ？ 
93,payment/网页哪里办理存提款？,1.01540929275244,怎么 存款 ？ 
94,promotion/ sport/体育优惠,1.027772477660376,你们 体育 首 存 100％ 是 什么 
95,promotion/rebate/返水不到账,1.234406381661027,今天 洗 码 什么 时候 到 账 
96,fundtransfer/platform/手机版转账,0.5,
97,turnover/流水刷新时间,1.324284043145974,"怎么 这么 久 , 我 已经 游戏 这么 长时间 了 "
98,portal/ dns hijacking/DNS劫持/跳转,1.2040509913557915,网站 改名 字 了 ？ 
99,account/phone/电话验证码过期,0.984410735092632,可以 重新 发送 电话 验证 码 吗 ？ 
100,payment/deposit/unionpay/银联支付扫码存款,1.094996184851675,银联支付 为什么 突然 不支 持 信用卡 付 了 
101,reward points/乐币,0.9988774350411622,积分 可以 做 什么 
102,account/ self - exclusion/取消自我限制,0.7680347093161951,马上 取消 限制 
103,payment/verification/提款审核,1.2915364471193203,提款 网站 会审 核 吗 
104,portal/乐天堂手机版网址,1.3196770211075834,客 服 你好 问 您 一下手 机 登陆 的 网站 是 什么 
105,account/忘记用户名,1.175606791139607,我 忘 了 我 的 账号 
106,keno/优乐彩玩法,1.2082430802080584,LB 
107,account/password/重置密码邮件链接无法使用,0.5,
108,portal/网址被劫持,1.341804943543703,登陆 出现 威尼斯人 是 什么 情况 ？ 
109,portal/ android app/乐天堂APP 安卓下载版,0.583478170729453,下载 乐天堂 APP 
110,sport/ oneworks/ONEWORKS体育,0.8341678188493995,我 找 不到 ONEWORKD 的 盘 口 设置 
111,affliate/代理相关事宜,0.7823994340923677,"我 是 代理 , 请问 佣金 怎么 算 "
112,payment/deposit/提高单日存款上限,0.9373015298499087,可以 帮忙 提高 存款 金额 吗 
113,portal/ android/ slots/游戏- PT老虎机APP 安卓下载版,0.9236952342383378,老虎机 手机 版 可 支持 ？ 
114,promotion/rebate/真人返水,1.1327823027824782,真人 娱乐 存款 反水 怎么 个 比例 
115,payment/deposit/others/Astro卡存款,1.0745942033321454,AstroPay 充值卡 存款 方式 是 怎么 使用 的 ? 
116,cx/APP,1.2022062234803026,手机 
117,account/phone/如何验证电话号码,1.1326063725948197,怎么 操作手 机 号码 验证 
118,portal/app/ios/如何更新/重新下载APP苹果下载版,0.9825902004866153,苹果 app 下载 总是 无法 下载 完成 一直 在 转圈 
119,payment/deposit/cashcard/哪里可以购买乐天堂卡？,1.2793957895004864,乐天堂 卡什 么 时候 可以 用 ？ 
120,promotion/查询流水,1.303910395913853,帮 我 查 下 这个 月 的 盈利 情况 
121,points/ redemption/查询乐币,1.1557482405655082,积分 总数 
122,account/用户名或密码无效？超过尝试限制,1.244999237006771,怎么 解 锁 
123,bet/sportsbook/体育页面调整,1.2858866356001692,如何 寻找 我 要 的 赛事 
124,smalltalk/影视世界,1.2121553944853574,范 冰 冰 去 哪儿 了 
125,payment/deposit/jingdong/京东钱包存款,1.018698285127122,第一次 用 ， 不 懂 结果 一直 不成 功 ， 可以 教 我 怎么 使用 这个 京东 存款 吗 
126,payment/withdrawal/无法登入提款页面,1.1728883220747994,提款 页面 一片 空白 ， 是 怎么 一回 事 
127,vip/天王俱乐部,1.3089182721584092,升级 需要 的 要求 
128,portal/无法登入,1.3041031487612766,你们 的 后台 是不是 在 维修 啊 ？ 进 不 去 呢 
129,points/ redemption/乐币积分兑换,1.2340086199359206,流水 和乐 币 的 比例 是 多少 
130,portal/app/ios/乐天堂游戏APP 苹果下载版,0.8001889313618626,哪里 找 苹果 app 
131,account/email/无法收到乐天堂首次提款验证的邮件,1.22991166233796,提 钱 要 验证 邮箱 ， 为什么 我 的 邮箱 收 不到 验证 的 东西 
132,promotion/ live casino/真人优惠,0.8094227237769323,娱乐城 红利 优惠 
133,promotion/再存优惠,1.2490654194871547,你好 我 想 问 一下 现在 玩 真人 游戏 有 什么 优惠 活动 吗 
134,promotion/首存优惠,1.0866508226318912,第一次 存款 了 ， 红利 呢 
135,portal/ desktop/清除谷歌浏览器缓存- 桌面设备,0.5938450766030423,清除 缓存 按 哪里 ？ 
136,account/ duplicate/多重账户,1.1901574944778692,可以 有 两个 帐号 吗 
137,payment/ whithdraw/怎么进行提款申请操作,0.9376919204111611,需要 怎么 操作 才 可以 提款 
138,account/email/没有收到乐天堂发出的邮件,1.3308208932148722,我 的 邮箱 号 无法 验证 
139,payment/ withdraw/ rollover/如何计算提款流水,1.0879712392767005,网站 提款 有 什么 要求 
140,common/无法登入乐天堂页面/体育页面/真人页面/游戏页面,1.3186217695294586,GD 加载 不到 
141,promotion/rebate/体育返水,1.1352198884411422,返水 里 的 仅 计算 有效 流水 是 什么 意思 
142,payment/withdrawal/屡次提款被拒,1.3402074820094774,出 不了 款 ， 几次 了 都 被 取消 或 失败 的 
143,account/password/重置密码 - 电脑版操作,0.5,
144,free spin/免费旋转,0.8745579607443539,免费旋转 派发 时间 
145,keno/ limit/优乐彩限额,0.9148533707506685,优乐彩 我 可以 投注 多少 
146,bet/sportsbook/体育账户余额不对？,1.2662286446673687,下注 赛事 后 好像 扣 多余 额 了 
147,payment/ withdraw/提款成功，但还没到账,1.2177947732812764,怎么 回事 我 的 钱 呢 
148,account/如何更改乐天堂账户讯息？,1.3267956220028014,如何 更改 会员 账号 信息 如 : 邮箱 ， 真实 姓名 ， 银行卡 ， 生日 日期 ， 手机号 
149,account/email/验证邮箱链接无法点击,0.6821716531701455,发来 的 验证 邮箱 链接 怎么 点 不 进去 
150,common/二维码,1.3070267548402419,为什么 扫 不了 
151,payment/deposit/存款限额,1.3555467712174292,银联支付 限制 额度 
152,sponsor/赞助球队,1.2384260229531994,合作 伙伴 
153,portal/app/ios/乐天堂体育APP 苹果下载版,1.0220016838923012,可以 给 个体 育 苹果 app 链接 吗 
154,points/ redemption/乐币兑换检查事宜,1.2002778655849775,物流 信息 
155,payment/ whithdraw time/提款多久到账？,1.2463004393927846,提出 来 钱 这么 费劲 吗 ？ 
156,payment/withdrawal/取消提款申请,1.3507237692781227,帮忙 卡 下 出 款 
157,promotion/sportsbook/首存礼包,1.0489633652738684,你们 仅 限 注册 成为 会员 及 在 当月 进行 首 3 笔 累计 存款 金额 1888 或 以上 ， 即可 申请 获得 乐天堂 豪华 礼 包 ， 我 可不可以 申请 
158,payment/withdrawal/提款,1.3609893651083953,新 开户 注册 怎么 绑定 银行卡 
159,payment/deposit/jingdong/无法进行京东支付存款,1.023839014743141,试 了 好多 次 ， 京东 存款 都 不成 功 ， 怎么 回事 
160,payment/withdrawal/查询最后三笔的提款申请状态,0.5,
161,portal/乐天堂电脑版网址,1.3304100485265595,主页 是 什么 了 啊 ？ 
162,account/email/无法收到乐天堂邮箱验证的邮件,1.042427236951903,邮箱验证 怎么 一直 没收 到 邮件 
163,account/password/如何重置账号密码,0.9601794108328828,您好 ， 我 需要 更新 我 的 密码 
164,payment/deposit/取消存款申请,1.297793141703326,我 充值 错 了 ， 充 了 200 . 1 
165,portal/什么是清除缓存,1.3281916598575298,乐天堂 支持 什么 浏览器 ？ 
166,payment/ withdraw limit/提款限额,1.0459635469838673,提款 有 上限 吗 
167,smalltalk/personality/小帮手是谁,1.114413568711158,你 男 的 还是 女 的 
168,portal/乐天堂备用网址,1.374765818401567,怎么 上网 站上 不到 
169,account/如何激活账户,1.3182785339336647,解除 冻结 账号 
170,sport/cash out/兑现功能,0.909389309894253,"我 看到 了 即时 兑现 , 请问 是 什么 "
171,account/如何更换账户真实姓名？,1.2098609206212687,怎么 改名 字 啊 
172,account/phone/无法收到乐天堂发出的手机验证码,1.3091592557140748,我 等 了 很 久 了 ， 還 沒 有 收到 手 機 驗 證 碼 
173,portal/ deposit/存款指南,1.1761214093828936,存款单 
174,portal/app/pt/乐天堂PT手机客户端,1.2953072826579861,有没有 ptapp 
175,account/如何更改用户名？,0.9713090993084389,我 填 错 了 用户名 ， 能 改 吗 ？ 
176,bet/sportsbook/体育/电竞注单结算但是尚未派彩,1.1099800443392396,结算 了 ， 金额 没有 变动 
177,account/ unqualified country/不在服务区,1.3194465758865688,我 在 国外 
178,account/password/忘记密码,1.3426114128140452,我 要 更 換 密 碼 
179,account/email/无法收到乐天堂重置密码的邮件,0.7375474677436752,邮箱 里 怎 没 看到 有 重置 密码 的 邮件 
180,bet/sportsbook/体育投注金额限制,1.2319535754749098,怎么 会 有 最高 风险 18 元 这种 事 ， 太 恶心 了 ， 直接 把 盘 口 关 就 可以 了 
181,payment/deposit/乐天堂存款方式,1.34686645668913,储蓄 卡 怎么 存 
182,bet/sportsbook/体育/电竞注单结算问题,1.3223670418830482,我 这 单正 常 应该 是 全 对了 啊 
183,bet/sportsbook/无法登陆体育页面,1.2086120627211472,我 怎么 进入 不了 投注 页面 
184,payment/withdrawal/提款前注意事项,1.3168495395136974,怎么 体现 
185,promotion/ slots/老虎机优惠,0.7466291360666745,我 要 怎么 参与 老虎机 的 优惠 
186,payment/银行账户在哪里？,1.245727815405156,怎样 进入 提款 界面 呢 ？ 
187,portal/app/乐天堂APP无法登入或下载失败/卸载,1.3021596697345021,手机 客户端 反复 提示 更新 ， 无法 登录 
188,account/已经验证了， 但是还提示验证？,0.7642343795758907,在 个人 资料 已经 显示 验证 了 ， 还是 要 我 验证 ， 提 不了 
189,portal/ android/ live casino/真人- 易博厅APP 安卓下载版,0.9708395907899389,下载 易 博 厅 
190,bet/sportsbook/internal-intents/怎么在体育页面调整/搜寻赛事（手机）,0.5,
191,payment/deposit/存款申请状态,1.3034373785124125,速度 帮 我 核实 一下 进款 
192,account/ dormant members/不活跃账号,0.6716906672364582,不 活跃 账户 怎么 解 锁 
193,bet/一般投注额限制,1.2562510404224838,下注 有 显示 限额 
194,payment/deposit/localbank/本银/支付宝存款申请超过30分钟仍然还没有到账,1.2686621788049617,我 一直 点 支付宝转账 然后 交易 记录 一直 显示 是 在 待 处理 ？ 
195,portal/cs-contact/在线客服网页版无法使用,1.153570170329402,哪里 可以 联系 你们 
196,bet/注单可以撤销吗？,1.1977453648146674,中场 休息 买 的 单子 能 撤销 吗 
197,portal/hijack/手机版网页被劫持教程,0.8804299438529548,我 安 卓 手机 ， 有没有 办法 教 我 防止 劫持 
198,slots/ limit/老虎机限额,0.8639536458368618,老虎机 限额 
199,account/email/邮件链接无效,1.259768280783032,什么 邮件 ， 现在 按 都 按 不 进 
200,bet/sportsbook/独赢及位置 1/3 1-2 是什么意思？,0.9772586169206933,请教 一下 ， 勾 选 位置 这个 选项 后 的 奖金 怎么 算 ， 翻 倍 吗 ？ 
201,payment/ transfer/转账不见钱,1.1249259054630716,你们 怎么 转 帐 我 看不到 我 的 钱 
202,portal/服务地区不在中国,1.1490280094495589,我 现在 在 国外 ， 但是 登 入 不到 乐天堂 
203,sport/ sb tech/乐天堂体育,0.9285030551736347,香港 盘 在 乐天堂 体育 怎么 设定 
204,portal/app/乐天堂的桌面/手机下载版,1.2110606967794448,有 软件 可以 下载 吗 ？ 
205,promotion/slots/老虎机优惠/返水,0.6471965133685661,你好 我 最近 充值 了 pt 游戏 想 问 一下 有 什么 优惠 返 点 可以 申请 吗 
206,portal/如何清除谷歌浏览器缓存,0.7714373108895592,谷歌 要 在 哪里 删除 缓存 ？ 
207,payment/deposit/在线支付宝/京东支付/在线支付/银联支付已经扣款了，但是还没有到账？,1.3297931236670548,刚 qq 充值 了 500 
208,account/无法注册,1.103163779447418,刚刚 注销 了 ， 我 从 新 在 注册 不行 呢 
209,payment/withdrawal/利用单号查询提款申请状态,0.7363023003319858,你好 ， 我 昨天 27 号 提款 1000 元 ， 可以 帮忙 查 一下 到 账 没 谢谢 
210,portal/ desktop/ cs service /在线客服桌面版客户端,0.5,
211,fishing/捕鱼游戏玩法,1.302118877320911,捕鱼多福 
212,account/想要申请注销账号,1.3295391652625896,怎么 销 号 
213,common/不满,1.3793210027031277,草泥马 
214,bet/怎么进行下注,1.3383962125658262,足球 
215,bet/注单结算问题,1.332131828890209,我 的 投注 是 赢 钱 了 ， 为什么 现在 是 输 的 呢 16: 
216,payment/deposit/尝试了所有存款方式，都没办法成功存款?,1.1743616445723348,根本无法 存款 ， 全 试 过 了 没用 
217,payment/withdrawal/提高单日提款上限,1.185845393621788,提款 的 限制 可以 更改 ？ 
218,other lottery/六合彩,0.5,
219,promotion/rebate/老虎机返水,1.0790828231455005,老虎机 也 是 返还 1% 吗 还是 1 . 5% ？ 
220,sport/colossue bet/钜彩是什么,1.3456334560913996,百万 大奖 
221,bet/slot/老虎机账户余额不对？,1.1585067694163749,MG 的 游戏 打 不成 一打 就是 错误 ， 还 把 钱 扣 了 
222,bet/sportsbook/提前兑现,1.341971366681011,为什么 有些 比赛 能 即时 交易 。 有 的 不能 ？ 
223,live casino/ limit/真人限额,1.0542501245446674,真人 娱乐 有 最高 投注 限制 吗 
224,payment/withdrawal/查询最后一笔的提款申请状态,0.5,
225,payment/deposit/localbank/没有本银/支付宝存款收款账户， 存入旧账户,1.3710263989699119,上午 工作人员 给 我 电话 ， 要 转账 银行 凭证 
226,bet/sportsbook/体育/电竞注单尚未结算,1.2285624155252677,90 分钟 前 赛事 终止 的 注 单 怎么 计算 
227,promotion/没有存款优惠活动？,1.1792781151241614,请问 体育 首 存 满额 了 吗 
228,promotion/返水事宜,1.3190734044897865,洗 码 在 哪里 领取 呢 
229,account/ unlock/账号解锁,1.0908403291486612,账户 显示 未 开启 
230,payment/deposit/在线支付宝/京东支付/在线支付/银联支付无法充值,1.3629919007526143,重置 商户 
231,portal/app/乐天堂手机版APP更新步骤,1.0799853634351813,发布 新版 本 了 吗 ？ 要 怎么 更新 啊 
232,common/疑惑,0.5,
233,promotion/rebate/咨询返水金额,1.2458764123863426,帮 我 查 下 昨天 的 真人 流水 
234,common/谢谢,1.3286367114007511,谢 啦 
235,payment/deposit/查询最后一笔的存款申请记录,0.5,
236,payment/withdrawal/提款问题,1.1575575608093922,为什么 迟 申请 的 提款 到 账 了 ， 反而 先 申请 的 还 没 到 
237,portal/ language/网页切换语言,1.3217688415643087,怎么 进入 是 英文版 本 
238,account/password/重置密码 - 手机版操作,1.1322230326334628,手机 哪里 点 忘记密码 
239,promotion/slots/老虎机首存优惠,1.0374863507145506,可否 介绍 一下 老虎机 68% 的 优惠 呢 
240,portal/ ios/ cs service /在线客服APP 苹果下载版,0.5,
241,account/email/如何验证邮箱？,1.259494917570175,怎么 弄 邮箱验证 
242,others/如果完成设置白名单步骤并且还是无法在垃圾信箱收到乐天堂邮件,0.5,
243,portal/app/android/乐天堂游戏APP 安卓下载版,0.6428630803345768,有没有 安 卓 版 的 老虎机 客户端 
244,account/password/重置密码 - APP版操作,1.0127214263216433,精装 版 忘记密码 
245,bet/查询投注记录,1.354274812033818,我 有 不知 道 哪里 能 查询 游戏 局 号 ， 具体 时间 也 记不清 楚 了 ， 反正 就是 这 一次 登录 的 前 一次 
246,bet/sportsbook/系统串关,0.7831050227658523,为什么 同 个 赛事 无法 串 关 
247,bet/slot/老虎机结算但是未派彩,1.2555111467244178,拉 彩 时候 彩金 不到 账 
248,account/ unqualified age/年龄限制/注册年龄,1.2825236591605709,几岁 可以 玩 
249,payment/withdrawal/提款一直显示处理中,1.3319954770608,说 什么 协助 审核 出 款 是 什么 意思 啊 ？ 
250,points/ redemption/乐币如何兑换,1.0050403355279833,乐币 要 怎么 用 
251,portal/app/android/乐天堂真人APP 安卓下载版,0.729762400616332,可以 给 个 真人娱乐场 安 卓 版 的 app 链接 吗 
252,portal/app/fun88/乐天堂APP桌面下载版,1.2714875230008322,我 想要 下载 荧 幕 上 的 客户端 
253,smalltalk/personality/小帮手是什么,0.9297992413507848,你 是 人类 吗 
254,bet/sportsbook/internal-intents/怎么在体育页面调整/搜寻赛事（电脑）,0.5,
255,payment/withdrawal/提款金额限制,1.2447482255944884,一天 能 提 几次 款 ？ 
256,portal/如何清除火狐浏览器缓存,0.5622720044624311,火 狐 浏览器 上 怎么 删 缓存 啊 ？ 
257,portal/app/ios/乐天堂APP苹果下载版/安装步骤,1.281295344419206,有 乐天堂 的 ios 客户端 吗 
258,bet/sportsbook/没有需要的赛事或者盘口？,1.3388907508684926,快速 市场 
259,promotion/38APP彩金,1.3400075473161845,怎么 赠送 38 元 啊 ， 谢谢 
260,bet/slot/老虎机结算问题,1.2531317155393715,又 来 免费转 一次 ， 这 一次 爆 奖金额 还是 没 正常 添加 我 是 自动 转 的 ， 转 完 剩下 的 十几 转 ， 看 历史 记录 ， 确实 没 添加 
261,promotion/流水达到，但是红利无法领取？,1.284961114063134,这个 活动 已经 达到 要求 了 
262,settlement/注单未结算,1.181975756836853,"上半场 都 已经 赢 了 , 应该 要 结算 的 阿 , 耽误 我 下注 其他 赛事 了 "
263,promotion/要求免费彩金,1.3144961854359025,每月 亏损 有救 援 金 吗 
264,payment/deposit/online-alipay/在线支付宝存款,1.3521974759059667,在线支付宝 
265,bet/sportsbook/Half Won什么意思,0.5,
266,bet/sportsbook/体育投注问题,1.1300701989573498,下注 不成 功 为什么 没 返 钱 
267,payment/deposit/存款失败,1.2597612807222294,钱 都 存 不 进去 
268,payment/deposit/查询最后三笔的存款申请记录,0.7370421500453618,最近 3 笔 存款 交易 
269,promotion/38APP还没有收到？,1.197082965469506,申请 的 新人 38 礼 包 还 没 到 
270,settlement/cancel or rejected/其他游戏注单作废,1.300015230985951,荷官 发牌 出错 
271,smalltalk/personality/小帮手的起源,1.0613731498876817,你 是 什么 国籍 
272,promotion/幸运注单,1.1096923091345032,我 申请 了 尾 号 88 的 优惠 
273,portal/app/乐天堂手机版APP下载步骤,1.3224395161199916,精简 版 给 我 发 下 
274,sport/number game/百练赛玩法,1.285347323092129,75 个 号码 
275,payment/deposit/哪一种的存款方式最快？,1.2426360654906923,有没有 快捷 支付 ？ 
276,portal/ android/ slots/游戏- MGS老虎机APP 安卓下载版,0.926709632664548,老虎机 手机 版 可 支持 ？ 
277,bet/sportsbook/亚洲三项让分盘的规则,0.8826425739609164,亚洲 让 分 和 附加 让 分 有 什么 不同 
278,other/乐频道,1.227433337691436,体育 新闻 
279,bet/sportsbook/亚洲让分盘的规则,1.3420754167010047,足球 滚球 需要 扣除 当时 比分 吗 
280,fundtransfer/免费旋转的金额无法转出？,1.129241939995021,老虎机 免费转 赢 的 钱 怎么 没有 显示 
281,smalltalk/美味佳肴,1.2309296043457945,有没有 英文 菜单 ？ 
282,bet/sportsbook/体育账户出现负数,1.2584844314193566,怎么 又 把 钱 扣 回去 了 ？ 
283,bet/sportsbook/梦幻对决的规则,0.826865030474016,一会儿 足球 要 开场 的 梦幻 对决 是 什么 东西 
