Brand,Category,Intent,Intent ID,Intent.Type,Lang,Text
fun88,account,ปลดล็อคการตั้งค่าส่วนตัว,account/ปลดล็อคการตั้งค่าส่วนตัว,user,th,ผมสามารถควบคุมการเดิมพันของผมได้ไหมคับ
fun88,account,ปลดล็อคการตั้งค่าส่วนตัว,account/ปลดล็อคการตั้งค่าส่วนตัว,user,th,เปลี่ยนเงินเดิมพันสูงสุดในการจำกัดวงเงินเดิมพัน
fun88,account,ปลดล็อคการตั้งค่าส่วนตัว,account/ปลดล็อคการตั้งค่าส่วนตัว,user,th,ถ้าจะยกเลิกปิดถาวรต้องทำยังไงครับ
fun88,account,ปลดล็อคการตั้งค่าส่วนตัว,account/ปลดล็อคการตั้งค่าส่วนตัว,user,th,ได้เข้าไปปิดใช้งาน90วันแล้วถ้าอยากเปิดใช้งานตอนนี้ทำไงคะ
fun88,account,ปลดล็อคการตั้งค่าส่วนตัว,account/ปลดล็อคการตั้งค่าส่วนตัว,user,th,ขอปลดล๊ออคค่ะ
fun88,account,ปลดล็อคการตั้งค่าส่วนตัว,account/ปลดล็อคการตั้งค่าส่วนตัว,user,th,แก้ไขความเป็นส่วนตัวในการโอนเงินให้หน่อยครับ
fun88,account,ปลดล็อคการตั้งค่าส่วนตัว,account/ปลดล็อคการตั้งค่าส่วนตัว,user,th,เปิดใช้บันชีนี้คับ
fun88,account,ปลดล็อคการตั้งค่าส่วนตัว,account/ปลดล็อคการตั้งค่าส่วนตัว,user,th,รบกวนยกเลิกการระงับบัญชีแบบถาวรครับ
fun88,account,ปลดล็อคการตั้งค่าส่วนตัว,account/ปลดล็อคการตั้งค่าส่วนตัว,user,th,แจ้งยกเลิกการระงับยูสเซอค่ะ
fun88,account,ปลดล็อคการตั้งค่าส่วนตัว,account/ปลดล็อคการตั้งค่าส่วนตัว,user,th,บันชีล๊อครบกวนปลดลอคทีคะ
fun88,account,ปลดล็อคการตั้งค่าส่วนตัว,account/ปลดล็อคการตั้งค่าส่วนตัว,user,th,ยกเลิกการระงับวงเงินครับ
fun88,account,ปลดล็อคการตั้งค่าส่วนตัว,account/ปลดล็อคการตั้งค่าส่วนตัว,user,th,
fun88,account,ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,account/ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,user,th,เข้าระบบไม่ได้
fun88,account,ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,account/ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,user,th,เข้าระบบแล้วขึ้นไม่ถูกต้อง
fun88,account,ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,account/ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,user,th,เข้าเว็ปยังไง เข้าไม่ได้
fun88,account,ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,account/ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,user,th,ใส่รหัสไม่ถูกทำไง
fun88,account,ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,account/ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,user,th,ทำไง บอกรหัสไม่ถูกต้อง
fun88,account,ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,account/ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,user,th,เข้าแล้ว รหัสไม่ถูก
fun88,account,ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,account/ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,user,th,ลืมรหัสเข้ายุสคับ
fun88,account,ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,account/ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,user,th,ผมเข้าระบบ ไม่ได้
fun88,account,ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,account/ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,user,th,ใส่รหัสยุสเซอผิดเกินจำนวนครั้งคับ
fun88,account,ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,account/ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,user,th,ทำไมผมเข้าระบบ ไม่ได้
fun88,account,ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,account/ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,user,th,ผมลอกอินผิดหลายครัง
fun88,account,ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,account/ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,user,th,เข้าเกมไม่ได้ใส่รหัสเกินอาะค่ะ
fun88,account,ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,account/ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,user,th,ม่สามารถเข้าสู่ระบบบได้เลยค่ะตอนนี้ค่ะรบกวนช่วยตรวจสอบให้ทีนะค
fun88,account,ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,account/ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,user,th,กรอกรหัสผิด ทำไงดี
fun88,account,ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,account/ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,user,th,อันนี้ผมเข้าระบบเกินจำนวนครั้ง
fun88,account,ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,account/ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,user,th,เข้ารหัสไม่ได้
fun88,account,ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,account/ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,user,th,คุนเข้าบันชีมากเกินไป
fun88,account,ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,account/ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,user,th,ทำไมไอดีนี้เข้าไม่ได้
fun88,account,ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,account/ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,user,th,กดรัหสผิดเข้าระบบไม่ได้
fun88,account,ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,account/ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,user,th,ใช้รหัสเดิมแต่เจ้าไม่ได้
fun88,account,ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,account/ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,user,th,กดรหัสผิดหลายครั้ง
fun88,account,ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,account/ยูสเซอร์เนม หรือ รหัสผ่านไม่ถูกต้อง,user,th,เข้ารหัสผ่านไม่ได้คับ
fun88,account,ยูสเซอร์เนมซ้ำ,account/ยูสเซอร์เนมซ้ำ,user,th,ยูสเชอร์ถูกระง้บ
fun88,account,ยูสเซอร์เนมซ้ำ,account/ยูสเซอร์เนมซ้ำ,user,th,ยูเซอโดนระงับ
fun88,account,ยูสเซอร์เนมซ้ำ,account/ยูสเซอร์เนมซ้ำ,user,th,ทำการเข้าระบบถูกต้องแล้วทำไหมเข้าไม่ได้คับ
fun88,account,ยูสเซอร์เนมซ้ำ,account/ยูสเซอร์เนมซ้ำ,user,th,ยูซเซอร์ถูกระงับทำไงดีคับ
fun88,account,ยูสเซอร์เนมซ้ำ,account/ยูสเซอร์เนมซ้ำ,user,th,รบกวนปิดยูสนี้คะแล้วเปิดยูสนี้คะ
fun88,account,ยูสเซอร์เนมซ้ำ,account/ยูสเซอร์เนมซ้ำ,user,th,ทำไมเข้าระบบไม่ได้ค่ะ
fun88,account,ยูสเซอร์เนมซ้ำ,account/ยูสเซอร์เนมซ้ำ,user,th,ยูสเซอรโดนระงับทำงัย
fun88,account,ยูสเซอร์เนมซ้ำ,account/ยูสเซอร์เนมซ้ำ,user,th,ทำไม่รหัสผมถึงโดนระงับคับ
fun88,account,ยูสเซอร์เนมซ้ำ,account/ยูสเซอร์เนมซ้ำ,user,th,ยุสผมโดนล๊อก
fun88,account,ยูสเซอร์เนมซ้ำ,account/ยูสเซอร์เนมซ้ำ,user,th,ยูเชอร์ผมโดนล็อก
fun88,account,ยูสเซอร์เนมซ้ำ,account/ยูสเซอร์เนมซ้ำ,user,th,เข้าระบบไม่ได้อ่ะครับ
fun88,account,ยูสเซอร์เนมซ้ำ,account/ยูสเซอร์เนมซ้ำ,user,th,ทำไมuser ถูกระงับใช้
fun88,account,ยูสเซอร์เนมซ้ำ,account/ยูสเซอร์เนมซ้ำ,user,th,ยุสเชอ.........ทำไมเข้าไม่ได้คับ
fun88,account,ยูสเซอร์เนมซ้ำ,account/ยูสเซอร์เนมซ้ำ,user,th,ยูเชอเเนมถูกระงับการใช้งานไงดีคับ
fun88,account,ยูสเซอร์เนมซ้ำ,account/ยูสเซอร์เนมซ้ำ,user,th,เปลี่ยนแล้วเข้าไม่ใด้
fun88,account,ยูสเซอร์เนมซ้ำ,account/ยูสเซอร์เนมซ้ำ,user,th,ถูกระงับได้งัย
fun88,account,ยูสเซอร์เนมซ้ำ,account/ยูสเซอร์เนมซ้ำ,user,th,มันเข้าไม่ได้อ่ะคับ
fun88,account,ยูสเซอร์เนมซ้ำ,account/ยูสเซอร์เนมซ้ำ,user,th,เข้าไม่ได้คับ
fun88,account,ยูสเซอร์เนมซ้ำ,account/ยูสเซอร์เนมซ้ำ,user,th,ทำไมเข้าไม่ได้ครับ
fun88,account,ยูสเซอร์เนมซ้ำ,account/ยูสเซอร์เนมซ้ำ,user,th,ทำไมถูกระงับ
fun88,account,ลบบัญชี,account/ลบบัญชี,user,th,เลิกเล่น ทำยังไง
fun88,account,ลบบัญชี,account/ลบบัญชี,user,th,ปิดถาวรตรงไหน
fun88,account,ลบบัญชี,account/ลบบัญชี,user,th,ปิดการใช้งานให้หน่อยคับ
fun88,account,ลบบัญชี,account/ลบบัญชี,user,th,ต้องการปิดการใช้งาน
fun88,account,ลบบัญชี,account/ลบบัญชี,user,th,อยากเลิกเล่นแล้ว
fun88,account,ลบบัญชี,account/ลบบัญชี,user,th,ไม่อยากเล่นแล้ว
fun88,account,ลบบัญชี,account/ลบบัญชี,user,th,จะไม่เล่นอีกแล้ว
fun88,account,ลบบัญชี,account/ลบบัญชี,user,th,ลบบัญชีผมเลยก็ได้คับ
fun88,account,ลบบัญชี,account/ลบบัญชี,user,th,ปิดยูสไปเลย
fun88,account,ลบบัญชี,account/ลบบัญชี,user,th,ตั้งค่าปิดยูสตรงไหน
fun88,account,ลบบัญชี,account/ลบบัญชี,user,th,จำกัดการเข้าใช้งานผมทีคับ
fun88,account,ลบบัญชี,account/ลบบัญชี,user,th,บล็อก ไปเลยคับ
fun88,account,ลบบัญชี,account/ลบบัญชี,user,th,ปลด ผมออกจากเว็บเลย
fun88,account,ลบบัญชี,account/ลบบัญชี,user,th,เอาผมออก สักอาทิตย์ได้ไหมคับ
fun88,account,ลบบัญชี,account/ลบบัญชี,user,th,ไม่เล่นสัก เดือนนึงได้ไหมคับ
fun88,account,ลบบัญชี,account/ลบบัญชี,user,th,ปิดผม 7 วัน
fun88,account,ลบบัญชี,account/ลบบัญชี,user,th,ให้ผมหยุดเข้าใช้งาน 7 วันนะคับ
fun88,account,ลบบัญชี,account/ลบบัญชี,user,th,จะหยุดเล่นแบบถาวรคับ
fun88,account,ลืมยูสเซอร์เนม,account/ลืมยูสเซอร์เนม,user,th,ผมลืมยุยเซอเนม
fun88,account,ลืมยูสเซอร์เนม,account/ลืมยูสเซอร์เนม,user,th,ผมลืมยูเซอร์กับรกัสตับ
fun88,account,ลืมยูสเซอร์เนม,account/ลืมยูสเซอร์เนม,user,th,พอดีสมัครแล้วลืมรหัสครับ
fun88,account,ลืมยูสเซอร์เนม,account/ลืมยูสเซอร์เนม,user,th,สมัครไปแล้วแต่ลืมยุสกับรหัสผ่านอ่ะค่ะ
fun88,account,ลืมยูสเซอร์เนม,account/ลืมยูสเซอร์เนม,user,th,ครับลืมรหัสผ่านกับยุสเสอ์เนมครับ
fun88,account,ลืมยูสเซอร์เนม,account/ลืมยูสเซอร์เนม,user,th,ผมลืมยูซเซอร์เนมครับ
fun88,account,ลืมยูสเซอร์เนม,account/ลืมยูสเซอร์เนม,user,th,ลืมยูสเซอร์เข้าเล่นอ่ะคับ
fun88,account,ลืมยูสเซอร์เนม,account/ลืมยูสเซอร์เนม,user,th,ผมจำuserไม่ได้ต้องทำไง
fun88,account,ลืมยูสเซอร์เนม,account/ลืมยูสเซอร์เนม,user,th,ลืมยูสเซ่อ
fun88,account,ลืมยูสเซอร์เนม,account/ลืมยูสเซอร์เนม,user,th,Userผมโดนระงับ
fun88,account,ลืมยูสเซอร์เนม,account/ลืมยูสเซอร์เนม,user,th,สอบถามลืมยูเชอครับทำไง
fun88,account,ลืมยูสเซอร์เนม,account/ลืมยูสเซอร์เนม,user,th,ลืมยูสกับพาสเวิส ทำไง
fun88,account,ลืมยูสเซอร์เนม,account/ลืมยูสเซอร์เนม,user,th,ชื่ิอถูกระงับต้องการเปิดใช่ใหม่
fun88,account,ลืมยูสเซอร์เนม,account/ลืมยูสเซอร์เนม,user,th,ลอกอินไม่ได้คับ
fun88,account,ลืมยูสเซอร์เนม,account/ลืมยูสเซอร์เนม,user,th,ถูกระงับการเข้าสู่ระบบต้องทำอย่างไร
fun88,account,ลืมยูสเซอร์เนม,account/ลืมยูสเซอร์เนม,user,th,ขอยุสเซอหน่อยคับ
fun88,account,ลืมยูสเซอร์เนม,account/ลืมยูสเซอร์เนม,user,th,ไอดี เข้าไม่ได้
fun88,account,ลืมยูสเซอร์เนม,account/ลืมยูสเซอร์เนม,user,th,พี่ผมลืมไอดีกับยุสเซอร์
fun88,account,ลืมยูสเซอร์เนม,account/ลืมยูสเซอร์เนม,user,th,สมัคร​แต่จำไม่ได้ใช่เมล์​กับยูไรค่ะ
fun88,account,ลืมยูสเซอร์เนม,account/ลืมยูสเซอร์เนม,user,th,ผมอยากสมัครบัญชีใหม่อะคับ จำบัญชี​เก่าไม่ได้
fun88,account,อัพเดทประวัติ,account/อัพเดทประวัติ,user,th,เพิ่มข้อมูลส่วนตัวตรงไหน
fun88,account,อัพเดทประวัติ,account/อัพเดทประวัติ,user,th,เพิ่มประวัติส่วนตัวที่ไหนได้
fun88,account,อัพเดทประวัติ,account/อัพเดทประวัติ,user,th,อัพเดทเบอร์โทรยังไง
fun88,account,อัพเดทประวัติ,account/อัพเดทประวัติ,user,th,แก้ไขข้อมูลยังไง
fun88,account,อัพเดทประวัติ,account/อัพเดทประวัติ,user,th,อัพเดทประวัติอยู่ตรงไหนอ่ะ
fun88,account,อัพเดทประวัติ,account/อัพเดทประวัติ,user,th,เปลี่ยนเบอร์ทำไง
fun88,account,อัพเดทประวัติ,account/อัพเดทประวัติ,user,th,เพิ่มที่อยู่ให้หน่อย
fun88,account,อัพเดทประวัติ,account/อัพเดทประวัติ,user,th,แก้ไขที่อยู่ให้ทีคับ
fun88,account,อัพเดทประวัติ,account/อัพเดทประวัติ,user,th,ใส่ข้อมูลส่วนตัวผิด แก้ยังไง
fun88,account,อัพเดทประวัติ,account/อัพเดทประวัติ,user,th,ต้องการแก้ไขข้อมูลตอนลงทะเบียนคับ
fun88,account,เปลี่ยนชื่อนามสกุล,account/เปลี่ยนชื่อนามสกุล,user,th,ชื่อผิดค่ะ ทำไง
fun88,account,เปลี่ยนชื่อนามสกุล,account/เปลี่ยนชื่อนามสกุล,user,th,ต้องการแก้ไขชื่อ
fun88,account,เปลี่ยนชื่อนามสกุล,account/เปลี่ยนชื่อนามสกุล,user,th,นามสกุลผิด แก้ยังไง
fun88,account,เปลี่ยนชื่อนามสกุล,account/เปลี่ยนชื่อนามสกุล,user,th,พิมพ์ชื่อผิดตัวหนึ่งแก้ไขยังไง
fun88,account,เปลี่ยนชื่อนามสกุล,account/เปลี่ยนชื่อนามสกุล,user,th,ตอนสมัครกดผิด
fun88,account,เปลี่ยนชื่อนามสกุล,account/เปลี่ยนชื่อนามสกุล,user,th,ใส่ชื่อคนอื่นไป แก้ไขยังไง
fun88,account,เปลี่ยนชื่อนามสกุล,account/เปลี่ยนชื่อนามสกุล,user,th,ตอนสมัครใส่ชื่อแฟนค่ะ
fun88,account,เปลี่ยนชื่อนามสกุล,account/เปลี่ยนชื่อนามสกุล,user,th,ขอแก้เป็นชื่อตัวเองได้ไหม
fun88,account,เปลี่ยนชื่อนามสกุล,account/เปลี่ยนชื่อนามสกุล,user,th,จะถอนเงิน ต้องเปลี่ยนเป็นขื่อใคร
fun88,account,เปลี่ยนชื่อนามสกุล,account/เปลี่ยนชื่อนามสกุล,user,th,ชื่อหนูผิดค่ะ
fun88,account,เปลี่ยนชื่อนามสกุล,account/เปลี่ยนชื่อนามสกุล,user,th,กรอกชื่อผิดตอนสมัคร
fun88,account,เปลี่ยนชื่อนามสกุล,account/เปลี่ยนชื่อนามสกุล,user,th,สมัครผิดชื่อค่ะ
fun88,account,เปลี่ยนชื่อยูสเซอร์เนม,account/เปลี่ยนชื่อยูสเซอร์เนม,user,th,ทำไมชื่อยูสเปลี่ยนไม่ได้
fun88,account,เปลี่ยนชื่อยูสเซอร์เนม,account/เปลี่ยนชื่อยูสเซอร์เนม,user,th,แก้ไขชื่อยูสเซอร์เนมได้ไหม
fun88,account,เปลี่ยนชื่อยูสเซอร์เนม,account/เปลี่ยนชื่อยูสเซอร์เนม,user,th,เปลี่ยนชื่อตอนลงทะเบียนทำไง
fun88,account,เปลี่ยนชื่อยูสเซอร์เนม,account/เปลี่ยนชื่อยูสเซอร์เนม,user,th,เปลี่ยนชื่อได้ไหมคับ
fun88,account,เปลี่ยนชื่อยูสเซอร์เนม,account/เปลี่ยนชื่อยูสเซอร์เนม,user,th,สมัครแล้วคับ แต่อยากเปลี่ยนชื่อยูสได้ไหม
fun88,account,เปลี่ยนชื่อยูสเซอร์เนม,account/เปลี่ยนชื่อยูสเซอร์เนม,user,th,แก้ไขชื่อที่สมัครได้ไหม
fun88,account,เปลี่ยนชื่อยูสเซอร์เนม,account/เปลี่ยนชื่อยูสเซอร์เนม,user,th,ต้องใช้ชื่อนี้ไปตลอดหรอ
fun88,account,เปลี่ยนชื่อยูสเซอร์เนม,account/เปลี่ยนชื่อยูสเซอร์เนม,user,th,อยากเปลี่ยนชื่อยูสอ่ะ
fun88,account,เปลี่ยนชื่อยูสเซอร์เนม,account/เปลี่ยนชื่อยูสเซอร์เนม,user,th,เปลี่ยนชื่อยูสให้ที
fun88,account,เปลี่ยนชื่อยูสเซอร์เนม,account/เปลี่ยนชื่อยูสเซอร์เนม,user,th,ชื่อ แก้ไขไม่ได้หรอ
fun88,account,เปลี่ยนชื่อยูสเซอร์เนม,account/เปลี่ยนชื่อยูสเซอร์เนม,user,th,ขอเปลี่ยนชื่อยูส
fun88,account,เปลี่ยนชื่อยูสเซอร์เนม,account/เปลี่ยนชื่อยูสเซอร์เนม,user,th,ยูสเซอเนมคืออะไร
fun88,account,เปลี่ยนชื่อยูสเซอร์เนม,account/เปลี่ยนชื่อยูสเซอร์เนม,user,th,ยูสเซอร์เนมเปลี่ยนได้ไหม
fun88,account,ไม่สามารถเข้าใช้งานยูสเซอร์เนมได้,account/ไม่สามารถเข้าใช้งานยูสเซอร์เนมได้,user,th,ตั้งค่ารหัสผ่านใหม่ยังไง
fun88,account,ไม่สามารถเข้าใช้งานยูสเซอร์เนมได้,account/ไม่สามารถเข้าใช้งานยูสเซอร์เนมได้,user,th,เข้าไม่ได้ ระบบแจ้งเตือน
fun88,account,ไม่สามารถเข้าใช้งานยูสเซอร์เนมได้,account/ไม่สามารถเข้าใช้งานยูสเซอร์เนมได้,user,th,มันเตือนว่าเข้าเกินจำนวนครั้ง
